"ID","Species","Owner","Country.of.Origin","Farm.Name","Mill","Company","Altitude","Region","Producer","Number.of.Bags","Bag.Weight","In.Country.Partner","Harvest.Year","Grading.Date","Owner.1","Variety","Processing.Method","Aroma","Flavor","Aftertaste","Acidity","Body","Balance","Uniformity","Clean.Cup","Sweetness","Cupper.Points","Total.Cup.Points","Moisture","Category.One.Defects","Quakers","Color","Category.Two.Defects","Expiration","Certification.Body","unit_of_measurement","altitude_low_meters","altitude_high_meters"
779,"Arabica","raÃºl vargas","Colombia","NULL","san josÃ© / neiva","skn caribecafe ltda","NULL","huila","NULL","275","70 kg","AlmacafÃ©","2016","February 20th, 2017","RaÃºl Vargas","Caturra","Washed / Wet","7.75","7.58","7.42","7.67","7.83","7.58","9.33","9.33","10","7.58","82.08","0","0","7","Green","6","February 20th, 2018","AlmacafÃ©","m","NULL","NULL"
780,"Arabica","ipanema coffees","Brazil","fazenda capoeirnha","dry mill","ipanema coffees","894","south of minas","Ipanema Agricola","320","60 kg","Brazil Specialty Coffee Association","2016","August 16th, 2016","Ipanema Coffees","Bourbon","Natural / Dry","7.42","7.58","7.42","7.5","7.42","7.25","10","10","10","7.5","82.08","0.11","0","1","Green","3","August 16th, 2017","Brazil Specialty Coffee Association","m","894","894"
781,"Arabica","ipanema coffees","Brazil","rio verde","ipanema comercial e exportadora sa","ipanema coffees","1","south of minas","Ipanema AgrÃ­cola SA","320","2 kg","Brazil Specialty Coffee Association","2015/2016","October 8th, 2015","Ipanema Coffees","Yellow Bourbon","Natural / Dry","7.25","7.25","7.58","7.58","7.25","7.92","10","10","10","7.25","82.08","0","0","0","Green","1","October 7th, 2016","Brazil Specialty Coffee Association","m","1","1"
782,"Arabica","cafetalera internacional cafinter, s.a.","Costa Rica","el patalillo","el patalillo","cafetalera internacional cafinter, s.a.","1200-1400 masl","tres rios","JOSE FRANCISCO GONZALEZ","275","350 kg","Specialty Coffee Association of Costa Rica","2015","April 10th, 2015","CAFETALERA INTERNACIONAL CAFINTER, S.A.","Caturra","Washed / Wet","7.75","7.42","7.42","7.25","7.17","7.42","10","10","10","7.67","82.08","0","0","0","Blue-Green","0","April 9th, 2016","Specialty Coffee Association of Costa Rica","m","1200","1400"
783,"Arabica","balam hinyula","Tanzania, United Republic Of","ampcg","dae ltd","volcafe/taylorwinch tanzania ltd","1500","kilimanjaro","AMPCG","300","2 kg","Tanzanian Coffee Board","2014","March 25th, 2015","Balam Hinyula","Bourbon","Washed / Wet","7.42","7.33","7.42","7.42","7.5","7.58","10","10","10","7.42","82.08","0.12","0","0","Green","5","March 24th, 2016","Tanzanian Coffee Board","m","1500","1500"
784,"Arabica","ngorogoro convenant estate","Tanzania, United Republic Of","ngorogoro convenant estate","ngorogoro convenant estate","ngorogoro convenant estate","1500 - 1700","ngorogoro","Ngorogoro Convenant Estate","1","60 kg","Africa Fine Coffee Association","2014","January 8th, 2015","Ngorogoro Convenant Estate","Other","Washed / Wet","7.42","7.5","7.5","7.33","7.33","7.5","10","10","10","7.5","82.08","0.12","0","0","Green","3","January 8th, 2016","Africa Fine Coffee Association","m","1500","1700"
785,"Arabica","cafe politico","Colombia","NULL","NULL","cafe politico","NULL","NULL","NULL","1","5 lbs","Specialty Coffee Association","2013","September 12th, 2014","Cafe Politico","NULL","Washed / Wet","7.5","7.42","7.42","7.42","7.67","7.42","10","10","10","7.25","82.08","0.11","1","0","Green","0","September 12th, 2015","Specialty Coffee Association","m","NULL","NULL"
786,"Arabica","ceca, s.a.","Costa Rica","cafetalera aquiares","cafetalera aquiares","ceca,s.a.","1.3","turrialba","Cafetalera Aquiares","150","69 kg","Specialty Coffee Association of Costa Rica","2013","March 21st, 2014","CECA, S.A.","Caturra","Washed / Wet","7.58","7.33","7.33","7.33","7.5","7.67","10","10","10","7.33","82.08","0.11","0","0","Green","2","March 21st, 2015","Specialty Coffee Association of Costa Rica","m","13","13"
787,"Arabica","kona pacific farmers cooperative","United States (Hawaii)","NULL","NULL","kona pacific farmers cooperative","NULL","kona","NULL","4","100 lbs","Specialty Coffee Association","2012","November 26th, 2012","Kona Pacific Farmers Cooperative","Hawaiian Kona","Natural / Dry","7.25","7.58","7.58","7.25","7.5","7.42","10","10","10","7.5","82.08","0.11","0","0","Bluish-Green","0","November 26th, 2013","Specialty Coffee Association","ft","NULL","NULL"
788,"Arabica","el equimite, cafetal biodinÃ¡mico","Mexico","cafetal el equimite, rancho agroecolÃ³gico","cafetal el equimite, rancho agroecolÃ³gico","NULL","1300","coatepec","GIBRAN LEONARDO CERVANTES COVARRUBIAS","35","1 kg","AMECAFE","2012","September 10th, 2012","El Equimite, Cafetal BiodinÃ¡mico","Typica","Washed / Wet","7.42","7.58","7.5","7.33","7.42","7.42","10","10","10","7.42","82.08","0.13","0","0","Green","7","September 10th, 2013","AMECAFE","m","1300","1300"
789,"Arabica","julio perez hernandez","Mexico","NULL","tapachula, chiapas","indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.","1800","tapachula","ISMAM SAN ISIDRO LABRADOR S. DE S.S.","250","1 kg","AMECAFE","2012","August 30th, 2012","JULIO PEREZ HERNANDEZ","Typica","Washed / Wet","7.5","7.42","7.42","7.5","7.25","7.5","10","10","10","7.5","82.08","0.13","3","0","Green","13","August 30th, 2013","AMECAFE","m","1800","1800"
790,"Arabica","rosa aurora falcon fernandez","Mexico","bola de oro","coatepec, ver","NULL","1250","coatepec","ROSA AURORA FALCON FERNANDEZ","15","1 kg","AMECAFE","2012","July 26th, 2012","ROSA AURORA FALCON FERNANDEZ","Typica","Washed / Wet","7.67","7.5","7.25","7.58","7.42","7.33","10","10","10","7.33","82.08","0.11","0","0","Green","11","July 26th, 2013","AMECAFE","m","1250","1250"
791,"Arabica","royal base corporation","Vietnam","apollo co., ltd.","apollo co., ltd.","royal base corporation","1040m","don duong","Apollo Co., LTd.","1","2 kg","Specialty Coffee Association","2012","July 23rd, 2012","Royal Base Corporation","Other","Natural / Dry","7.67","8","7.17","7.08","7.67","7.08","10","10","10","7.42","82.08","0.12","0","0","Green","2","July 23rd, 2013","Specialty Coffee Association","m","1040","1040"
792,"Arabica","sergio de la vequia bernardi","Mexico","tomatlancillo","cafetalera la cuchilla","NULL","1250","veracruz","RAMIRO DE LA VEQUIA BERNARDI","250","1 kg","AMECAFE","2012","July 11th, 2012","SERGIO DE LA VEQUIA BERNARDI","Typica","Washed / Wet","7.58","7.42","7.25","7.75","7.33","7.42","10","10","10","7.33","82.08","0.11","0","0","Green","1","July 11th, 2013","AMECAFE","m","1250","1250"
793,"Arabica","kona pacific farmers cooperative","United States (Hawaii)","NULL","NULL","cqi","NULL","kona","NULL","10","100 lbs","Specialty Coffee Association","2012","February 23rd, 2012","Kona Pacific Farmers Cooperative","Hawaiian Kona","Washed / Wet","7.33","7.5","7.33","7.58","7.08","7.83","10","10","10","7.42","82.08","0.1","0","0","Green","2","February 22nd, 2013","Specialty Coffee Association","ft","NULL","NULL"
794,"Arabica","carcafe ltda ci","Colombia","NULL","NULL","NULL","1600 msnm","cauca","Carlos Pechene / JesÃºs Pechene / Flor ChacÃ³n","275","70 kg","AlmacafÃ©","January 2011","April 18th, 2011","CARCAFE LTDA CI","NULL","NULL","7.67","7.42","7.67","7.33","7.25","7.58","10","10","10","7.17","82.08","0.08","1","0","NULL","5","April 17th, 2012","AlmacafÃ©","m","1600","1600"
795,"Arabica","bismarck castro","Honduras","las moras","cigrah s.a de c.v.","cigrah s.a de c.v","1600","el paraÃ­so","Santos Fonseca","275","69 kg","Instituto HondureÃ±o del CafÃ©","2017","June 1st, 2017","Bismarck Castro","Caturra","Washed / Wet","7.5","7.5","7.17","7.5","7.5","7.42","10","10","10","7.42","82","0.12","0","0","Green","1","June 1st, 2018","Instituto HondureÃ±o del CafÃ©","m","1600","1600"
796,"Arabica","bismarck castro","Honduras","las moras","cigrah s.a de c.v.","cigrah s.a de c.v","1600","guinope el paraÃ­so","Santos Fonseca","275","69 kg","Instituto HondureÃ±o del CafÃ©","2016","April 6th, 2017","Bismarck Castro","Caturra","Natural / Dry","7.5","7.5","7.25","7.33","7.42","7.5","10","10","10","7.5","82","0.1","0","1","Green","7","April 6th, 2018","Instituto HondureÃ±o del CafÃ©","m","1600","1600"
797,"Arabica","ipanema coffees","Brazil","capoeirinha","dry mill","ipanema coffees","944","south of minas","Ipanema Agricola","230","60 kg","Brazil Specialty Coffee Association","2016","August 16th, 2016","Ipanema Coffees","Bourbon","Natural / Dry","7.5","7.33","7.42","7.5","7.33","7.42","10","10","10","7.5","82","0.11","0","2","Green","3","August 16th, 2017","Brazil Specialty Coffee Association","m","944","944"
798,"Arabica","didas","Tanzania, United Republic Of","family farm","NULL","tawoca","1500-1800","kilimanjaro","Mr & Mrs Didas Mallya","2","80 kg","Africa Fine Coffee Association","2015","November 16th, 2015","Didas","Other","Washed / Wet","7.67","7.33","7.33","7.42","7.42","7.42","10","10","10","7.42","82","0.13","0","0","Green","20","November 15th, 2016","Africa Fine Coffee Association","m","1500","1800"
799,"Arabica","minwook ku","Laos","club green","club green","kettles coffee roasters","1250m","lao p.d.r.","HanYong Choi","1","2 kg","Specialty Coffee Institute of Asia","2015","November 5th, 2015","Minwook Ku","Other","Washed / Wet","7.42","7.5","7.25","7.33","7.5","7.5","10","10","10","7.5","82","0.12","0","0","Blue-Green","0","November 4th, 2016","Specialty Coffee Institute of Asia","m","1250","1250"
800,"Arabica","finca estate","Tanzania, United Republic Of","finca estate","finca estate","finca estate","1300- 1400","meru","Finca Estate","1","60 kg","Africa Fine Coffee Association","2014","December 18th, 2014","Finca Estate","Other","Washed / Wet","7.42","7.42","7.33","7.58","7.33","7.42","10","10","10","7.5","82","0.12","0","0","Green","3","December 18th, 2015","Africa Fine Coffee Association","m","1300","1400"
801,"Arabica","afca","Malawi","chikali","mzuzu coffee coop union","mzuzu coffee planters coop union","2500m","mzuzu","Mzuzu Coffee Coop Union","16","60 kg","Africa Fine Coffee Association","2014","October 31st, 2014","AFCA","Gesha","Washed / Wet","7.5","7.42","7.33","7.58","7.33","7.5","10","10","10","7.33","82","0.13","0","0","Bluish-Green","1","October 31st, 2015","Africa Fine Coffee Association","m","2500","2500"
802,"Arabica","lin, che-hao krude ???","Taiwan","you siang coffee farmtainan, taiwan ????????","you siang coffee farmtainan, taiwan ????????","red on tree co., ltd.","600m","dongshan dist., tainan city ??????","Chen Jin Lin ???","50","20 kg","Specialty Coffee Association","2013","July 22nd, 2014","Lin, Che-Hao Krude ???","Typica","Washed / Wet","7.33","7.5","7.17","7.42","7.5","7.33","10","10","10","7.75","82","0.09","0","0","Green","0","July 22nd, 2015","Specialty Coffee Association","m","600","600"
803,"Arabica","doi tung development project","Thailand","NULL","doi tung development project","doi tung development project","800++","thailand","Doi Tung Development Project","1","1 kg","Specialty Coffee Association","2013","June 20th, 2014","Doi Tung Development Project","NULL","Washed / Wet","7.58","7.5","7.42","7.42","7.33","7.42","10","10","10","7.33","82","0.11","0","0","Green","0","June 20th, 2015","Specialty Coffee Association","m","800","800"
804,"Arabica","eric thormaehlen","Costa Rica","various","coricafe sa","coricafe s.a.","1200-1400","central valley","VARIOS","250","1 kg","Specialty Coffee Association of Costa Rica","2013","June 9th, 2014","Eric Thormaehlen","Catuai","Washed / Wet","7.5","7.25","7.33","7.33","7.75","7.5","10","10","10","7.33","82","0.1","0","0","Green","4","June 9th, 2015","Specialty Coffee Association of Costa Rica","m","1200","1400"
805,"Arabica","beneficio santa rosa","Honduras","bsr","beneficio santa rosa s.a.","beneficio santa rosa s.a.","1400 m.s.n.m.","occidental","BSR","275","69 kg","Instituto HondureÃ±o del CafÃ©","2014","April 30th, 2014","Beneficio Santa Rosa","Caturra","Washed / Wet","7.33","7.33","7.33","7.5","7.5","7.83","10","10","10","7.17","82","0.11","0","0","Green","5","April 30th, 2015","Instituto HondureÃ±o del CafÃ©","m","1400","1400"
806,"Arabica","racafe & cia s.c.a","Colombia","NULL","NULL","racafe & cia s.c.a","1800 - 2000","huila","NULL","250","70 kg","AlmacafÃ©","2013","September 13th, 2013","Racafe & Cia S.C.A","Caturra","Washed / Wet","7.33","7.33","7.58","7.5","7.5","7.58","10","10","10","7.17","82","0.11","0","0","Green","1","September 13th, 2014","AlmacafÃ©","m","1800","2000"
807,"Arabica","lin, che-hao krude ???","Taiwan","gao chun fang ???","gao chun fang ???","red on tree co., ltd.","600-700 m","dongshan dist., tainan city ??????","Lin Huang, A-Mien ???","30","10 kg","Specialty Coffee Association","2012","June 3rd, 2013","Lin, Che-Hao Krude ???","Typica","Washed / Wet","7.42","7.58","7.33","7.42","8","7.5","9.33","10","10","7.42","82","0.12","0","0","Bluish-Green","0","June 3rd, 2014","Specialty Coffee Association","m","600","700"
808,"Arabica","owen carver","Brazil","cafÃ© do paraÃ­so","cafÃ© do paraÃ­so","cafÃ© do paraÃ­so","894m - 1183m","minas gerais, br","CafÃ© do ParaÃ­so","1","2 kg","Specialty Coffee Association","2012","May 21st, 2013","Owen Carver","Mundo Novo","Natural / Dry","7.33","7.67","7.42","7.17","7.33","7.42","10","10","10","7.67","82","0.11","0","0","Blue-Green","0","May 21st, 2014","Specialty Coffee Association","m","894","1183"
809,"Arabica","jorge octavio escamilla prado","Mexico","la ceiba","NULL","NULL","940","coscomatepec","JORGE OCTAVIO ESCAMILLA PRADO","15","1 kg","AMECAFE","2012","July 11th, 2012","JORGE OCTAVIO ESCAMILLA PRADO","Typica","Washed / Wet","7.67","7.33","7.25","7.5","7.42","7.42","10","10","10","7.42","82","0.12","0","0","Green","1","July 11th, 2013","AMECAFE","m","940","940"
810,"Arabica","nucoffee","Brazil","campo das flores","NULL","nucoffee","1000m","south of minas","Vander Bonaccorsi","50","60 kg","NUCOFFEE","2012","June 4th, 2012","NUCOFFEE","Mundo Novo","Natural / Dry","7.42","7.5","7.33","7.5","7.33","7.5","10","10","10","7.42","82","0.12","0","0","Green","1","June 4th, 2013","NUCOFFEE","m","1000","1000"
811,"Arabica","nucoffee","Brazil","sÃ£o josÃ© da lagoa","NULL","nucoffee","1050m","cerrado","JosÃ© Hiroiti","75","60 kg","NUCOFFEE","2012","April 11th, 2012","NUCOFFEE","Catuai","Semi-washed / Semi-pulped","7.42","7.5","7.25","7.5","7.5","7.42","10","10","10","7.42","82","0.11","0","0","Blue-Green","1","April 11th, 2013","NUCOFFEE","m","1050","1050"
812,"Arabica","juan luis alvarado romero","Guatemala","el faro","NULL","elfasa, s.a.","NULL","san marcos","PAUL STAUDER","250","1 kg","Asociacion Nacional Del CafÃ©","2012","March 26th, 2012","Juan Luis Alvarado Romero","Bourbon","Natural / Dry","7.33","7.33","7.33","7.5","7.67","7.67","10","10","10","7.17","82","0.11","0","0","Green","3","March 26th, 2013","Asociacion Nacional Del CafÃ©","m","NULL","NULL"
813,"Arabica","nucoffee","Brazil","santa mariana/sÃ£o vicente","NULL","nucoffee","950m","south of minas","Maria da Gloria Junqueira","53","60 kg","NUCOFFEE","2012","February 17th, 2012","NUCOFFEE","Mundo Novo","Semi-washed / Semi-pulped","7.58","7.5","7.17","7.5","7.5","7.42","10","10","10","7.33","82","0.12","0","0","Green","2","February 16th, 2013","NUCOFFEE","m","950","950"
814,"Arabica","felipe isaza","Guatemala","conquista / morito","beneficio ixchel","coffee resources inc.","4600 ft.","oriente","Conquista/Morito","250","2 kg","Specialty Coffee Association","2012","February 1st, 2012","Felipe Isaza","Bourbon","Washed / Wet","7.75","7.33","7.33","7.42","7.75","7.67","10","10","9.33","7.42","82","0","0","0","Green","10","January 31st, 2013","Specialty Coffee Association","ft","1402.08","1402.08"
815,"Arabica","racafe & cia s.c.a","Colombia","NULL","NULL","NULL","de 1.600 a 1.950 msn","huila","Grupo Monserrate, La Plata","150","70 kg","AlmacafÃ©","Mayo a Julio","July 29th, 2011","Racafe & Cia S.C.A","Caturra","NULL","7.33","7","7.08","7.42","7.5","7.67","10","10","10","8","82","0.07","0","0","NULL","2","July 28th, 2012","AlmacafÃ©","m","1600","1950"
816,"Arabica","juan luis alvarado romero","Guatemala","la esperanza","beneficio ixchel","unex guatemala, s.a.","1901","oriente","AGRICOLA EL PILAR, S.A.","25","69 kg","Asociacion Nacional Del CafÃ©","2017","August 22nd, 2017","Juan Luis Alvarado Romero","Bourbon","Washed / Wet","7.58","7.5","7.25","7.58","7.58","7.5","9.33","10","10","7.58","81.92","0.1","0","0","Green","1","August 22nd, 2018","Asociacion Nacional Del CafÃ©","m","1901","1901"
817,"Arabica","juan luis alvarado romero","Guatemala","las delicias","beneficio ixchel","unex guatemala, s.a.","4000","santa rosa","OTTO BECKER","50","69 kg","Asociacion Nacional Del CafÃ©","2017","June 22nd, 2017","Juan Luis Alvarado Romero","Bourbon","Washed / Wet","7.5","7.5","7.25","7.42","7.42","7.42","10","10","10","7.42","81.92","0.11","0","2","Green","0","June 22nd, 2018","Asociacion Nacional Del CafÃ©","ft","1219.2","1219.2"
818,"Arabica","bismarck castro","Honduras","los hicaques","cigrah s.a de c.v.","cigrah s.a de c.v","1400","comayagua","Reinerio Zepeda","274","67 kg","Instituto HondureÃ±o del CafÃ©","2017","June 1st, 2017","Bismarck Castro","Caturra","Washed / Wet","7.58","7.5","7.25","7.33","7.42","7.5","10","10","10","7.33","81.92","0.12","0","0","Green","1","June 1st, 2018","Instituto HondureÃ±o del CafÃ©","m","1400","1400"
819,"Arabica","gabriel barbara","Brazil","santa bÃ¡rbara","copag","volcafe ltda.","1020","monte carmelo","MÃºcio Cardoso","305","59 kg","Brazil Specialty Coffee Association","2016 / 2017","October 26th, 2016","Gabriel Barbara","Catuai","Natural / Dry","7.42","7.33","7.33","7.5","7.5","7.33","10","10","10","7.5","81.92","0.11","0","0","Green","4","October 26th, 2017","Brazil Specialty Coffee Association","m","1020","1020"
820,"Arabica","consejo salvadoreÃ±o del cafÃ©","El Salvador","la esperanza","san miguel","consejo salvadoreÃ±o del cafÃ©","1250","el balsamo, quezaltepec","Comercial Exportadora, S.A. de C.V.","275","69 kg","Salvadoran Coffee Council","2014","May 5th, 2015","Consejo SalvadoreÃ±o del CafÃ©","Bourbon","Washed / Wet","7.67","7.58","7.33","7.5","7.5","7.67","10","10","9.33","7.33","81.92","0.11","0","0","Green","2","May 4th, 2016","Salvadoran Coffee Council","m","1250","1250"
821,"Arabica","juan luis alvarado romero","Guatemala","las cebollas y anexos","la conquista","asociaciÃ³n nacional del cafÃ© - anacafe -","1300 a 1800 mtrs. a nivel del mar","nuevo oriente","OVIDIO CARDONA","275","69 kg","Asociacion Nacional Del CafÃ©","2015","April 20th, 2015","Juan Luis Alvarado Romero","Catuai","Washed / Wet","7.58","7.58","7.17","7.83","7.17","7.33","10","10","10","7.25","81.92","0.11","0","0","Green","7","April 19th, 2016","Asociacion Nacional Del CafÃ©","m","1300","1800"
